province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
without breakdown,I,2003,24,11,6,0,0,100,601,12702453.0,0.0,0.0,0.0,0.0,12702453.0
Ilocos Norte,I,2003,0,0,0,4232,18878,55,854,1860000.0,8881190.0,0.0,0.0,0.0,10741190.0
Ilocos Sur,I,2003,0,0,0,367,2084,0,10,896000.0,11350000.0,0.0,0.0,0.0,12246000.0
La Union,I,2003,0,0,0,15726,73830,120,1037,2139000.0,17450000.0,0.0,0.0,0.0,19589000.0
Pangasinan,I,2003,0,0,0,139982,689011,448,1156,149188000.0,87549815.0,0.0,0.0,0.0,236737815.0
Isabela,II,2003,0,0,0,150814,704067,7330,35567,1125647431.0,48770000.0,0.0,0.0,0.0,1174417431.0
without breakdown,II,2003,33,119,3,0,0,0,0,0.0,11083425.0,0.0,0.0,0.0,11083425.0
Cagayan,II,2003,0,0,0,35524,163917,21,356,486106221.0,850000.0,0.0,0.0,0.0,486956221.0
Nueva Vizcaya,II,2003,0,0,0,1292,6297,35,165,64635234.0,228900000.0,0.0,0.0,0.0,293535234.0
Quirino,II,2003,0,0,0,23164,97730,807,526,193901016.0,25623000.0,0.0,0.0,0.0,219524016.0
without breakdown,III,2003,16,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nueva Ecija,III,2003,0,0,0,44585,211445,160,477,17546000.0,30038000.0,0.0,0.0,0.0,47584000.0
Aurora,III,2003,0,0,0,8724,43170,1905,3888,325000000.0,200500000.0,0.0,0.0,0.0,525500000.0
Bataan,III,2003,0,0,0,1235,5756,2,34,2900000.0,5100000.0,0.0,0.0,0.0,8000000.0
Pampanga,III,2003,0,0,0,29481,145681,0,40,40468178.0,2310870.0,0.0,0.0,0.0,42779048.0
Tarlac,III,2003,0,0,0,25078,116204,35,334,21828320.0,28500000.0,0.0,0.0,0.0,50328320.0
Zambales,III,2003,0,0,0,3950,18718,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Bulacan,III,2003,0,0,0,6390,33567,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,CALABARZON,2003,7,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Batangas,CALABARZON,2003,0,0,0,31,154,8,50,44103474.0,27710000.0,0.0,0.0,0.0,71813474.0
Cavite,CALABARZON,2003,0,0,0,54962,133017,10,25,1406673.0,0.0,0.0,0.0,0.0,1406673.0
Laguna,CALABARZON,2003,0,0,0,36,180,1,0,6440000.0,3300000.0,0.0,0.0,0.0,9740000.0
Rizal,CALABARZON,2003,0,0,0,1118,4457,7,17,342000.0,5400000.0,0.0,0.0,0.0,5742000.0
Quezon,CALABARZON,2003,0,0,0,0,0,0,0,0.0,1040000.0,0.0,0.0,0.0,1040000.0
Occidental Mindoro,MIMAROPA,2003,0,0,0,1045,5627,0,0,3420000.0,170000.0,0.0,0.0,0.0,3590000.0
Oriental Mindoro,MIMAROPA,2003,2,0,1,0,0,0,0,15700000.0,200000.0,0.0,0.0,0.0,15900000.0
Palawan,MIMAROPA,2003,6,0,10,9,43,0,0,3200000.0,0.0,0.0,0.0,0.0,3200000.0
Romblon,MIMAROPA,2003,0,1,0,0,0,0,0,11027500.0,615000.0,0.0,0.0,0.0,11642500.0
Marinduque,MIMAROPA,2003,0,2,0,0,0,0,0,10000.0,0.0,0.0,0.0,0.0,10000.0
without breakdown,V,2003,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Albay,V,2003,0,0,0,0,0,0,0,9028000.0,24840000.0,0.0,0.0,0.0,33868000.0
Camarines Norte,V,2003,4,1,0,0,0,0,0,7305140.0,0.0,0.0,0.0,0.0,7305140.0
Camarines Sur,V,2003,2,0,0,0,0,0,2,24618000.0,13226000.0,0.0,0.0,0.0,37844000.0
Catanduanes,V,2003,1,0,1,0,0,0,2,1127365.0,4030000.0,0.0,0.0,0.0,5157365.0
Masbate,V,2003,0,0,0,0,0,0,0,1870000.0,1000000.0,0.0,0.0,0.0,2870000.0
Sorsogon,V,2003,0,0,0,35,175,10,220,0.0,2526000.0,0.0,0.0,0.0,2526000.0
without breakdown,VI,2003,5,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Antique,VI,2003,0,0,0,0,0,0,0,0.0,10000000.0,0.0,0.0,0.0,10000000.0
Guimaras,VI,2003,0,0,0,0,0,0,0,0.0,23220000.0,0.0,0.0,0.0,23220000.0
Iloilo,VI,2003,1,0,1,52808,272404,149,1785,8600000.0,45700000.0,0.0,0.0,0.0,54300000.0
Negros Occidental,VI,2003,2,0,0,5372,33944,4,0,6706388.6,14750000.0,0.0,0.0,0.0,21456388.6
Aklan,VI,2003,0,0,0,0,0,0,0,474940.0,0.0,0.0,0.0,0.0,474940.0
Capiz,VI,2003,0,0,1,0,0,0,0,300000.0,0.0,0.0,0.0,0.0,300000.0
Cebu,VII,2003,0,0,0,0,0,0,0,2712500.0,0.0,0.0,0.0,0.0,2712500.0
Negros Oriental,VII,2003,0,0,0,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,VIII,2003,10,18,0,0,0,0,22,432000000.0,12194000.0,0.0,0.0,0.0,444194000.0
Biliran,VIII,2003,8,1,3,5731,29482,122,788,13485000.0,45940000.0,0.0,0.0,0.0,59425000.0
Leyte,VIII,2003,2,0,0,21095,101264,123,201,20426000.0,2923000.0,0.0,0.0,0.0,23349000.0
Northern Samar,VIII,2003,1,1,0,0,0,0,0,10016000.0,7350000.0,0.0,0.0,0.0,17366000.0
Samar,VIII,2003,0,2,0,10,67,5,5,668000.0,3015000.0,0.0,0.0,0.0,3683000.0
Eastern Samar,VIII,2003,0,0,0,15,78,0,0,0.0,50000.0,0.0,0.0,0.0,50000.0
without breakdown,X,2003,0,0,0,0,0,13,52,0.0,0.0,0.0,0.0,0.0,0.0
Camiguin,X,2003,0,0,0,650,3298,0,0,982256.0,5531476.0,0.0,0.0,0.0,6513732.0
without breakdown,NCR,2003,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malabon,NCR,2003,0,0,0,494,2464,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2003,0,0,0,1089,5461,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marikina,NCR,2003,0,0,0,380,1882,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Navotas,NCR,2003,0,0,0,105,540,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,NCR,2003,0,0,0,212,1058,0,0,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,NCR,2003,0,0,0,24,120,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Valenzuela,NCR,2003,0,0,0,68,340,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caloocan,NCR,2003,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,CAR,2003,10,22,0,0,0,0,0,0.0,750000.0,0.0,0.0,0.0,750000.0
Benguet,CAR,2003,1,0,0,6474,33146,10,39,21294841.0,35827500.0,0.0,0.0,0.0,57122341.0
Abra,CAR,2003,0,0,0,248,1282,1,3,0.0,404000.0,0.0,0.0,0.0,404000.0
Apayao,CAR,2003,0,0,0,1359,8169,160,483,1610193.0,3700000.0,0.0,0.0,0.0,5310193.0
Ifugao,CAR,2003,0,0,0,577,2757,561,2102,48806000.0,18910000.0,0.0,0.0,0.0,67716000.0
Kalinga,CAR,2003,0,0,0,7793,45167,552,2528,30000000.0,81000000.0,0.0,0.0,0.0,111000000.0
Mountain Province,CAR,2003,0,0,0,302,1968,9,298,6452144.0,66860000.0,0.0,0.0,0.0,73312144.0
Ilocos Norte,I,2005,2,1,0,25506,115427,10,16992,28069000.0,23890000.0,0.0,0.0,0.0,51959000.0
Ilocos Sur,I,2005,0,0,9,1258,6734,0,0,2769000.0,850000.0,0.0,0.0,0.0,3619000.0
La Union,I,2005,0,0,0,2,13,1,1,0.0,1200000.0,0.0,0.0,0.0,1200000.0
Batanes,II,2005,0,0,0,0,0,0,0,2163000.0,110100000.0,0.0,0.0,0.0,112263000.0
Cagayan,II,2005,3,0,0,28817,150213,9,27,401767000.0,1750000.0,0.0,0.0,0.0,403517000.0
Isabela,II,2005,0,0,0,17588,76978,0,0,948083000.0,1000000.0,0.0,0.0,0.0,949083000.0
Quirino,II,2005,0,0,0,0,0,0,0,44503000.0,0.0,0.0,0.0,0.0,44503000.0
Nueva Vizcaya,II,2005,0,0,0,0,0,0,0,55462000.0,0.0,0.0,0.0,0.0,55462000.0
Aurora,III,2005,0,0,0,120,600,0,0,9939000.0,0.0,0.0,0.0,0.0,9939000.0
Marinduque,MIMAROPA,2005,0,0,0,74,387,3,20,0.0,0.0,0.0,0.0,0.0,0.0
Occidental Mindoro,MIMAROPA,2005,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Oriental Mindoro,MIMAROPA,2005,1,0,0,21596,111642,5,54,253036000.0,0.0,0.0,0.0,0.0,253036000.0
Palawan,MIMAROPA,2005,3,6,0,26205,130978,11,0,0.0,0.0,0.0,0.0,0.0,0.0
Albay,V,2005,1,0,1,1800,9000,6,155,17120000.0,0.0,0.0,0.0,0.0,17120000.0
Camarines Sur,V,2005,1,0,1,12149,62860,0,479,66277000.0,0.0,0.0,0.0,0.0,66277000.0
Masbate,V,2005,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camarines Norte,V,2005,8,0,2,466,2278,11,1,500000.0,0.0,0.0,0.0,0.0,500000.0
Catanduanes,V,2005,0,0,0,0,0,0,0,1672000.0,0.0,0.0,0.0,0.0,1672000.0
Sorsogon,V,2005,0,0,0,3046,15304,0,0,11219000.0,5000000.0,0.0,0.0,0.0,16219000.0
Aklan,VI,2005,1,0,0,23856,119751,82,256,18488000.0,81800000.0,0.0,0.0,0.0,100288000.0
Iloilo,VI,2005,2,0,0,735,3014,49,469,117000.0,14200000.0,0.0,0.0,0.0,14317000.0
Negros Occidental,VI,2005,0,0,0,43,258,20,23,0.0,10000000.0,0.0,0.0,0.0,10000000.0
Cebu,VII,2005,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Biliran,VIII,2005,0,0,0,0,0,0,0,0.0,2100000.0,0.0,0.0,0.0,2100000.0
Eastern Samar,VIII,2005,0,0,9,1718,8197,33,268,2610000.0,3500000.0,0.0,0.0,0.0,6110000.0
Leyte,VIII,2005,7,0,41,4982,25813,246,1076,9706000.0,5205000.0,0.0,0.0,0.0,14911000.0
Northern Samar,VIII,2005,0,0,0,0,0,0,0,100000.0,18300000.0,0.0,0.0,0.0,18400000.0
Southern Leyte,VIII,2005,0,0,1,0,0,0,0,0.0,6900000.0,0.0,0.0,0.0,6900000.0
Zamboanga del Norte,IX,2005,0,0,0,3512,17444,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga Sibugay,IX,2005,0,0,0,0,0,0,0,7099000.0,0.0,0.0,0.0,0.0,7099000.0
Surigao del Norte,CARAGA,2005,4,0,12,1773,10062,10,0,26218000.0,0.0,0.0,0.0,0.0,26218000.0
Agusan del Norte,CARAGA,2005,0,0,0,4694,22820,4,57,6159000.0,71993000.0,0.0,0.0,0.0,78152000.0
Surigao del Sur,CARAGA,2005,1,0,0,9864,37602,1,7,2714000.0,37818000.0,0.0,0.0,0.0,40532000.0
Abra,CAR,2005,0,0,2,1540,7700,0,0,1126000.0,0.0,0.0,0.0,0.0,1126000.0
Apayao,CAR,2005,0,0,0,2676,13309,0,138,927000.0,2905000.0,0.0,0.0,0.0,3832000.0
Benguet,CAR,2005,1,4,0,1306,7837,3,1,8843000.0,2370000.0,0.0,0.0,0.0,11213000.0
Ifugao,CAR,2005,0,0,0,3912,15648,0,0,83133000.0,1450000.0,0.0,0.0,0.0,84583000.0
Kalinga,CAR,2005,1,0,0,675,3375,0,0,6100000.0,950000.0,0.0,0.0,0.0,7050000.0
Mountain Province,CAR,2005,0,0,0,2962,14810,0,0,34650000.0,549000.0,0.0,0.0,0.0,35199000.0
Ilocos Norte,I,2006,3,12,8,8210,37763,17,5870,27041094.75,33070000.0,0.0,0.0,0.0,60111094.75
Ilocos Sur,I,2006,7,4,2,6156,32270,3,34,13054436.25,67100000.0,0.0,0.0,0.0,80154436.25
La Union,I,2006,6,2,0,11951,52985,11,109,5809126.0,84550000.0,0.0,0.0,0.0,90359126.0
Pangasinan,I,2006,7,0,4,12731,72310,0,17,66658121.5,19591000.0,0.0,0.0,0.0,86249121.5
Isabela,II,2006,11,41,13,29633,134806,33,674,128236346.44,164865000.0,0.0,0.0,0.0,293101346.44
Quirino,II,2006,9,1,9,12702,61084,401,5116,270115597.0,134195646.8,0.0,0.0,0.0,404311243.8
Nueva Vizcaya,II,2006,6,3,2,4538,21448,76,215,97337187.27,80990000.0,0.0,0.0,0.0,178327187.27
Cagayan,II,2006,0,0,0,14493,49952,3,1493,181311652.0,32000000.0,0.0,0.0,0.0,213311652.0
Bataan,III,2006,2,0,0,48644,228311,491,2383,5114710.27,11180300.0,0.0,0.0,0.0,16295010.27
Bulacan,III,2006,4,0,0,22818,105225,91,641,32150639.0,92234500.0,0.0,0.0,0.0,124385139.0
Pampanga,III,2006,10,0,0,208460,493729,241,1696,105969422.0,2708250.0,0.0,0.0,0.0,108677672.0
Tarlac,III,2006,2,0,3,16728,71537,0,0,60777511.0,0.0,0.0,0.0,0.0,60777511.0
Zambales,III,2006,7,7,1,18233,77860,117,505,8200764.5,35350000.0,0.0,0.0,0.0,43550764.5
Nueva Ecija,III,2006,1,0,0,42493,170359,22,57,48294351.900000006,10850000.0,0.0,0.0,0.0,59144351.900000006
without breakdown,III,2006,0,0,0,0,0,0,0,0.0,40000000.0,0.0,0.0,0.0,40000000.0
Aurora,III,2006,7,13,0,9536,47111,898,5735,14788709.79,55328495.5,0.0,0.0,0.0,70117205.29
Batangas,CALABARZON,2006,20,14,13,16424,92953,1487,12442,2078057093.0,420526810.0,0.0,0.0,0.0,2498583903.0
Cavite,CALABARZON,2006,15,28,10,236199,1098485,10949,50960,776164328.27,90259720.0,0.0,0.0,0.0,866424048.27
Laguna,CALABARZON,2006,63,388,14,61257,342160,15174,30569,724656131.47,168462875.0,0.0,0.0,0.0,893119006.47
Quezon,CALABARZON,2006,68,94,20,99304,502355,20973,49029,194024955.0,142681000.0,0.0,0.0,0.0,336705955.0
Rizal,CALABARZON,2006,1,4,2,47835,249960,18631,20782,27356443.0,21146000.0,0.0,0.0,0.0,48502443.0
Marinduque,MIMAROPA,2006,11,91,0,29048,142031,2273,6305,63078590.0,125453700.0,0.0,0.0,0.0,188532290.0
Occidental Mindoro,MIMAROPA,2006,8,2,6,24543,120906,1913,5521,298732128.0,38609550.0,0.0,0.0,0.0,337341678.0
Oriental Mindoro,MIMAROPA,2006,15,58,1,143931,724318,12378,34754,64598318.0,103223180.0,0.0,0.0,0.0,167821498.0
Palawan,MIMAROPA,2006,1,3,3,1586,8042,52,1,10000.0,654000.0,0.0,0.0,0.0,664000.0
Romblon,MIMAROPA,2006,5,2,4,25444,134424,5284,13788,101218188.0,143935450.0,0.0,0.0,0.0,245153638.0
without breakdown,MIMAROPA,2006,0,0,0,0,0,0,0,0.0,7750000.0,0.0,0.0,0.0,7750000.0
Southern Mindoro,MIMAROPA,2006,0,0,0,0,0,0,0,0.0,1000000.0,0.0,0.0,0.0,1000000.0
Albay,V,2006,636,1527,710,357314,1796781,112695,168617,1677471342.34,2233113997.0,0.0,0.0,0.0,3910585339.34
Camarines Norte,V,2006,0,2,0,33718,159270,1370,23151,21110601.0,3100000.0,0.0,0.0,0.0,24210601.0
Camarines Sur,V,2006,82,353,0,383808,1883996,111535,256978,737879147.71,1116452260.0,0.0,0.0,0.0,1854331407.71
Catanduanes,V,2006,17,330,40,46279,232475,15933,24233,206834258.23,1188734000.0,0.0,0.0,0.0,1395568258.23
Masbate,V,2006,35,1,0,26155,140936,24873,62751,107820489.77000001,75416000.0,0.0,0.0,0.0,183236489.76999998
Sorsogon,V,2006,23,28,3,125902,636676,6398,30460,743706179.9300001,761927457.69,0.0,0.0,0.0,1505633637.6200001
without breakdown,V,2006,0,0,0,0,0,0,0,426128195.0,50000.0,0.0,0.0,0.0,426178195.0
Aklan,VI,2006,11,6,1,54817,257111,2656,13250,244820000.0,287040000.0,0.0,0.0,0.0,531860000.0
Antique,VI,2006,6,38,0,3477,17153,235,639,56347462.68,133690000.0,0.0,0.0,0.0,190037462.68
Capiz,VI,2006,8,10,4,5092,29206,422,3061,89662500.0,38130000.0,0.0,0.0,0.0,127792500.0
Guimaras,VI,2006,0,0,0,0,0,2,1,0.0,1000000.0,0.0,0.0,0.0,1000000.0
Iloilo,VI,2006,10,0,0,17112,89359,146,627,7664000.0,207503000.0,0.0,0.0,0.0,215167000.0
Negros Occidental,VI,2006,3,0,0,6,35,0,12,0.0,43585000.0,0.0,0.0,0.0,43585000.0
Negros Oriental,VII,2006,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cebu,VII,2006,6,2,15,324,1528,1,10,100000.0,1000000.0,0.0,0.0,0.0,1100000.0
Biliran,VIII,2006,2,0,0,16710,74722,61,170,2802900.0,33450000.0,0.0,0.0,0.0,36252900.0
Eastern Samar,VIII,2006,0,10,0,21128,106104,512,3466,1900000.0,19233100.0,0.0,0.0,0.0,21133100.0
Leyte,VIII,2006,7,4,2,26555,123185,844,2489,25605123.69,186000000.0,0.0,0.0,0.0,211605123.69
Northern Samar,VIII,2006,0,9,10,26867,148204,2643,15012,17008335.03,171747120.0,0.0,0.0,0.0,188755455.03
Samar,VIII,2006,0,0,0,25267,124686,35,250,12466288.0,15000000.0,0.0,0.0,0.0,27466288.0
Southern Leyte,VIII,2006,0,0,0,5657,27569,0,0,0.0,30500000.0,0.0,0.0,0.0,30500000.0
Western Samar,VIII,2006,0,8,0,0,0,2717,7235,18429639.95,21750000.0,0.0,0.0,0.0,40179639.95
Sourthern Leyte,VIII,2006,0,0,0,0,0,0,0,500000.0,15500000.0,0.0,0.0,0.0,16000000.0
without breakdown,VIII,2006,0,0,0,13493,63517,0,0,282000000.0,0.0,0.0,0.0,0.0,282000000.0
Davao del Sur,XI,2006,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,0.0
Caloocan,NCR,2006,1,3,0,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,NCR,2006,10,120,2,30231,146378,691,1342,0.0,165571933.15,0.0,0.0,0.0,165571933.15
Abra,CAR,2006,0,0,0,2696,14160,17,26,265043000.0,0.0,0.0,0.0,0.0,265043000.0
Apayao,CAR,2006,1,0,1,3012,14903,185,544,12800000.0,10200000.0,0.0,0.0,0.0,23000000.0
Benguet,CAR,2006,6,20,0,10344,46239,91,208,430254000.0,107362000.0,0.0,0.0,0.0,537616000.0
Ifugao,CAR,2006,0,0,0,80,283,2,20,9114081.0,16300000.0,0.0,0.0,0.0,25414081.0
Kalinga,CAR,2006,4,15,0,6389,37941,13,58,44150000.0,56310000.0,0.0,0.0,0.0,100460000.0
Mountain Province,CAR,2006,7,0,0,1681,8405,4,25,19650000.0,305627000.0,0.0,0.0,0.0,325277000.0
Ilocos Norte,I,2007,1,5,0,7022,27571,9,3439,5045984.31,4460000.0,0.0,0.0,0.0,9505984.309999999
Ilocos Sur,I,2007,0,0,0,1656,8035,0,0,673600.0,6300000.0,0.0,0.0,0.0,6973600.0
La Union,I,2007,1,1,0,794,3222,3,1,0.0,3230000.0,0.0,0.0,0.0,3230000.0
Pangasinan,I,2007,1,1,0,4016,26114,15,38,37552346.5,3000000.0,0.0,0.0,0.0,40552346.5
without breakdown,I,2007,0,0,0,0,0,0,0,33301892.0,0.0,0.0,0.0,0.0,33301892.0
Cagayan,II,2007,10,6,7,37219,177291,38,16,167256730.57,172100000.0,0.0,0.0,0.0,339356730.57
Batanes,II,2007,0,0,0,0,0,0,0,307000.0,0.0,0.0,0.0,0.0,307000.0
Isabela,II,2007,4,0,0,31125,155388,38,379,67897537.9,53638750.0,0.0,0.0,0.0,121536287.9
Nueva Vizcaya,II,2007,0,0,0,0,0,0,0,6999219.0,0.0,0.0,0.0,0.0,6999219.0
Quirino,II,2007,0,0,0,31,140,0,0,212453.0,1400000.0,0.0,0.0,0.0,1612453.0
Bataan,III,2007,0,0,0,16015,76325,0,3,14020000.0,0.0,0.0,0.0,0.0,14020000.0
Bulacan,III,2007,3,0,1,65352,317398,33,86,135305683.0,58000000.0,0.0,0.0,0.0,193305683.0
Nueva Ecija,III,2007,0,0,0,7158,37716,0,0,81110000.0,0.0,0.0,0.0,0.0,81110000.0
Pampanga,III,2007,5,1,0,145881,681352,45,36,131620000.0,0.0,0.0,0.0,0.0,131620000.0
Tarlac,III,2007,0,0,0,934,5171,0,0,0.0,24215000.0,0.0,0.0,0.0,24215000.0
Zambales,III,2007,1,1,0,3738,19580,358,1097,250800.0,210000.0,0.0,0.0,0.0,460800.0
Cagayan,III,2007,1,0,0,9578,43774,16,37,28108813.0,20650000.0,0.0,0.0,0.0,48758813.0
Isabela,III,2007,8,1,0,17232,73530,221,1011,689106165.17,41348266.0,0.0,0.0,0.0,730454431.17
Nueva Vizcaya,III,2007,0,0,0,0,0,0,0,69660.0,0.0,0.0,0.0,0.0,69660.0
Quirino,III,2007,0,0,0,0,0,0,0,110924.0,0.0,0.0,0.0,0.0,110924.0
Aurora,III,2007,0,0,0,348,1754,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,CALABARZON,2007,8,1,5,71,350,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,CALABARZON,2007,0,0,0,0,0,0,0,4932000.0,0.0,0.0,0.0,0.0,4932000.0
Batangas,CALABARZON,2007,0,0,0,602,3005,87,74,0.0,6000000.0,0.0,0.0,0.0,6000000.0
Cavite,CALABARZON,2007,1,0,0,141989,707086,1,33,0.0,2300000.0,0.0,0.0,0.0,2300000.0
Rizal,CALABARZON,2007,0,6,0,1930,9646,1,7,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,CALABARZON,2007,2,0,0,575,2873,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Palawan,MIMAROPA,2007,3,0,18,6093,30252,50,200,1932642.0,0.0,0.0,0.0,0.0,1932642.0
Occidental Mindoro,MIMAROPA,2007,0,0,0,1937,10873,69,739,0.0,0.0,0.0,0.0,0.0,0.0
Oriental Mindoro,MIMAROPA,2007,0,0,0,445,2089,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Albay,V,2007,0,0,0,27256,128814,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camarines Sur,V,2007,8,0,0,36101,140008,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Catanduanes,V,2007,0,0,0,2695,17992,47,975,0.0,0.0,0.0,0.0,0.0,0.0
Sorsogon,V,2007,0,0,0,1599,8029,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camarines Norte,V,2007,1,0,0,4347,18178,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Masbate,V,2007,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Negros Occidental,VI,2007,0,0,0,5816,22219,38,232,0.0,720000.0,0.0,0.0,0.0,720000.0
Antique,VI,2007,3,2,0,238,1137,34,78,0.0,0.0,0.0,0.0,0.0,0.0
Guimaras,VI,2007,0,0,0,31,159,1,29,0.0,0.0,0.0,0.0,0.0,0.0
Iloilo,VI,2007,0,2,0,599,2959,69,529,521000.0,19956000.0,0.0,0.0,0.0,20477000.0
Aklan,VI,2007,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bohol,VII,2007,0,0,0,3,15,1,0,0.0,660000.0,0.0,0.0,0.0,660000.0
Cebu,VII,2007,1,8,0,97,311,2,5,11250000.0,17000000.0,0.0,0.0,0.0,28250000.0
Negros Oriental,VII,2007,0,0,1,6,30,0,0,0.0,200000.0,0.0,0.0,0.0,200000.0
Eastern Samar,VIII,2007,1,0,0,489,1195,90,375,0.0,0.0,0.0,0.0,0.0,0.0
Leyte,VIII,2007,1,1,0,0,0,1,0,1903973.75,1350000.0,0.0,0.0,0.0,3253973.75
Southern Leyte,VIII,2007,0,0,0,0,0,0,0,0.0,90000.0,0.0,0.0,0.0,90000.0
Biliran,VIII,2007,0,0,0,28,140,3,23,0.0,0.0,0.0,0.0,0.0,0.0
Northern Samar,VIII,2007,0,0,0,2815,12570,101,1475,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,IX,2007,1,0,0,77,385,26,31,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Norte,IX,2007,0,0,0,605,2876,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camiguin,X,2007,0,0,0,2,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2007,0,0,0,1283,6235,4,0,461020.23,11940000.0,0.0,0.0,0.0,12401020.23
Bukidnon,X,2007,0,0,0,0,0,0,0,0.0,250000.0,0.0,0.0,0.0,250000.0
Lanao del Norte,X,2007,1,0,0,3543,11750,20,10,0.0,103000000.0,0.0,0.0,0.0,103000000.0
Compostella Valley,XI,2007,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Oriental,XI,2007,0,0,0,0,0,0,0,0.0,241000.0,0.0,0.0,0.0,241000.0
South Cotabato,XII,2007,0,0,0,15,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sarangani,XII,2007,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Norte,CARAGA,2007,7,2,0,80,378,9,2,779740.0,350000.0,0.0,0.0,0.0,1129740.0
Caloocan,NCR,2007,0,0,0,1202,4436,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Makati,NCR,2007,0,0,0,2,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malabon,NCR,2007,0,0,0,1044,4067,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marikina,NCR,2007,0,0,0,35,185,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Paranaque,NCR,2007,0,0,0,450,2250,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasig,NCR,2007,0,0,0,14,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,NCR,2007,0,0,0,3710,13324,0,0,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,NCR,2007,0,0,0,7,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Valenzuela,NCR,2007,0,0,0,497,2218,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Las Piñas,NCR,2007,1,0,0,123,665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mandaluyong,NCR,2007,0,0,0,30,150,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2007,0,0,0,3,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Muntinlupa,NCR,2007,0,0,0,1550,7732,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Taguig-Pateros,NCR,2007,0,0,0,181,670,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,NCR,2007,1,0,0,23,136,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2007,3,0,1,4339,26041,6,7,1570000.0,87100000.0,0.0,0.0,0.0,88670000.0
Benguet,CAR,2007,2,0,0,1772,7904,11,24,2696000.0,65626500.0,0.0,0.0,0.0,68322500.0
Kalinga,CAR,2007,26,11,0,12760,68694,185,770,170413309.0,273850000.0,0.0,0.0,0.0,444263309.0
